"","INSTNM","md_earn_wne_p10.REPORTED.EARNINGS","PREDDEG","index_std","AfterScorecardRelease","HighEarning"
"728","Manhattan College",63600,3,-0.0347169423559575,0,1
"729","Manhattan School of Music",22700,3,0.010217468190084,0,0
"730","Manhattanville College",46300,3,-0.0735939744167756,0,1
"731","Mansfield University of Pennsylvania",38100,3,0.0660285957986023,0,0
"732","Maranatha Baptist University",32000,3,0.00039999204897963,0,0
"733","Marietta College",42600,3,0.13463556581693,0,1
"734","Marist College",54400,3,-0.0137036064438052,0,1
"735","Marlboro College",25900,3,0.00405515026527419,0,0
"736","Marquette University",55600,3,0.0334521817536814,0,1
"737","Mars Hill University",32800,3,-0.00358170070248287,0,0
"738","Marshall University",35100,3,0.0227353806984904,0,0
"739","Martin Luther College",40400,3,0.0012111775804242,0,0
"740","Martin Methodist College",29100,3,0.0952370032840136,0,0
"741","Martin University",22300,3,0.000313685963633315,0,0
"742","Mary Baldwin College",36800,3,0.0606363282551366,0,0
"743","Marygrove College",26800,3,0.179932767149032,0,0
"744","Maryland Institute College of Art",31400,3,0.00473668169257313,0,0
"745","Marylhurst University",33300,3,0.165860647596495,0,0
"746","Marymount Manhattan College",39500,3,-0.098972985025574,0,0
"747","Marymount University",49600,3,0.0236998468909516,0,1
"748","Maryville College",36500,3,-0.0720222060859824,0,0
"749","Maryville University of Saint Louis",44500,3,0.0255644363450469,0,1
"750","Marywood University",38000,3,0.0450124722581942,0,0
"751","Massachusetts College of Art and Design",34000,3,-0.0188505249329272,0,0
"752","Massachusetts College of Liberal Arts",36400,3,0.0600520092752098,0,0
"753","Massachusetts Institute of Technology",91600,3,0.0237283953574587,0,1
"754","Massachusetts Maritime Academy",79500,3,0.106534237907659,0,1
"755","Mayville State University",34000,3,0.0201324309365463,0,0
"756","McDaniel College",44600,3,0.0373702715739244,0,1
"757","McKendree University",42500,3,-0.0862519254728973,0,1
"758","McMurry University",37200,3,0.0715010749356531,0,0
"759","McNally Smith College of Music",30300,3,0.0751846214283884,0,0
"760","McNeese State University",36800,3,0.0332268451221472,0,0
"761","McPherson College",35500,3,0.06052030939999,0,0
"762","MCPHS University",116400,3,-0.0523555317772484,0,1
"763","Medaille College",38200,3,-0.0845939489630994,0,0
"764","Medical University of South Carolina",73400,3,0.121458542158589,0,1
"765","Memphis College of Art",26700,3,0.147277162241909,0,0
"766","Menlo College",50600,3,0.19493439796874,0,1
"767","Mercer University",46600,3,0.0691263158113467,0,1
"768","Mercy College",38000,3,0.0563167783909456,0,0
"769","Mercyhurst University",38500,3,-0.0461160101704383,0,0
"770","Meredith College",38400,3,0.101580197712884,0,0
"771","Merrimack College",55400,3,0.0738953009780524,0,1
"772","Messiah College",41400,3,0.0208886445700452,0,1
"773","Methodist University",39600,3,0.103400100508022,0,0
"774","Metropolitan College of New York",37300,3,0.12871636832138,0,0
"775","Metropolitan State University",43600,3,0.141539148318165,0,1
"776","Metropolitan State University of Denver",38600,3,0.0739901188813303,0,0
"777","Miami University-Hamilton",45800,3,0.0306396528016316,0,1
"778","Miami University-Middletown",45800,3,0.0192767373218569,0,1
"779","Miami University-Oxford",45800,3,-0.0431583107405116,0,1
"780","Michigan Jewish Institute",18400,3,0.00165306571129584,0,0
"781","Michigan State University",49800,3,-0.086610843868702,0,1
"782","Michigan Technological University",60100,3,0.0189135466776142,0,1
"783","Mid-America Christian University",38900,3,0.0773509216816705,0,0
"784","Mid-Atlantic Christian University",27600,3,-0.0258386778084635,0,0
"785","Mid-Continent University",38300,3,0.143465995918816,0,0
"786","MidAmerica Nazarene University",39100,3,-0.00440263216617061,0,0
"787","Middle Tennessee State University",36100,3,-0.0244478946872536,0,0
"788","Middlebury College",53400,3,-0.0350806417292801,0,1
"789","Midland University",40100,3,0.041507862550691,0,0
"790","Midway College",36600,3,0.147110206731669,0,0
"791","Midwestern State University",38500,3,-0.0271724421863861,0,0
"792","Miles College",27200,3,-0.105716387051226,0,0
"793","Millersville University of Pennsylvania",43200,3,0.0191087849005176,0,1
"794","Milligan College",36400,3,0.0361277885222925,0,0
"795","Millikin University",42900,3,0.0549506219578989,0,1
"796","Mills College",39000,3,0.0651975392440892,0,0
"797","Millsaps College",45200,3,0.0365460709360516,0,1
"798","Milwaukee Institute of Art & Design",30600,3,-0.0255747481314563,0,0
"799","Milwaukee School of Engineering",65700,3,-0.0195002824670432,0,1
"800","Minneapolis College of Art and Design",31400,3,-0.03989359871231,0,0
"801","Minnesota School of Business-Richfield",35700,3,0.165362185195739,0,0
"802","Minnesota State University-Mankato",42700,3,-0.0368983176419383,0,1
"803","Minnesota State University-Moorhead",37000,3,0.0282836270404633,0,0
"804","Minot State University",37200,3,0.07180221561184,0,0
"805","Misericordia University",47500,3,0.0490391592048763,0,1
"806","Mississippi College",38200,3,0.0654482666604262,0,0
"807","Mississippi State University",39600,3,0.0142657733620445,0,0
"808","Mississippi University for Women",34800,3,0.0557365061803663,0,0
"809","Mississippi Valley State University",22400,3,-0.0037718564265431,0,0
"810","Missouri Baptist University",33100,3,0.0385310889164017,0,0
"811","Missouri Southern State University",32800,3,-0.0592114101659034,0,0
"812","Missouri State University-Springfield",37200,3,0.0501262228140302,0,0
"813","Missouri University of Science and Technology",65500,3,0.04850672751729,0,1
"814","Missouri Valley College",33400,3,-0.0132836008458773,0,0
"815","Missouri Western State University",32400,3,0.110717192999871,0,0
"816","Mitchell College",29800,3,0.144052082923337,0,0
"817","Molloy College",57500,3,-0.0425539709410118,0,1
"818","Monmouth College",40700,3,-0.288929745177461,0,0
"819","Monmouth University",50300,3,-0.0968148372302549,0,1
"820","Montana State University",39700,3,-0.0162845786227498,0,0
"821","Montana State University-Billings",32500,3,0.0414682913921947,0,0
"822","Montana State University-Northern",35300,3,-0.0958266390595933,0,0
"823","Montana Tech of the University of Montana",39800,3,-0.0426414054128673,0,0
"824","Montclair State University",48700,3,0.0472241801506545,0,1
"825","Monterey Institute of International Studies",53400,3,0.190923054912322,0,1
"826","Montreat College",40800,3,-0.0741128798517655,0,0
"827","Montserrat College of Art",25100,3,0.0722978922252313,0,0
"828","Moore College of Art and Design",30500,3,-0.00943329758212162,0,0
"829","Moravian College",50000,3,0.0153655163389746,0,1
"830","Morehead State University",31800,3,0.0797812040955733,0,0
"831","Morehouse College",40900,3,0.0460129804203673,0,0
"832","Morgan State University",39700,3,0.0455907393387575,0,0
"833","Morningside College",35600,3,-0.0835740486704112,0,0
"834","Morris College",23200,3,0.0673007501670111,0,0
"835","Mount Carmel College of Nursing",57700,3,0.0436297501137127,0,1
"836","Mount Holyoke College",44100,3,0.0358177792170103,0,1
"837","Mount Ida College",34700,3,-0.0461976300175886,0,0
"838","Mount Marty College",32300,3,-0.0804286578088664,0,0
"839","Mount Mary University",37000,3,0.0152764251866232,0,0
"840","Mount Mercy University",43200,3,-0.0346976669380804,0,1
"841","Mount Olive College",39200,3,0.215572536857083,0,0
"842","Mount Saint Mary College",47600,3,0.108161335700256,0,1
"843","Mount St Mary's College",50200,3,0.170158199666742,0,1
"844","Mount St Mary's University",50300,3,-0.157724811209942,0,1
"845","Mount Vernon Nazarene University",39100,3,-0.0199927070892517,0,0
"846","Mt Sierra College",43800,3,0.0249200591615406,0,1
"847","Muhlenberg College",56000,3,-0.0102285901860361,0,1
"848","Multnomah University",31400,3,0.0602310090470399,0,0
"849","Murray State University",35500,3,0.046527630406161,0,0
"850","Muskingum University",39400,3,-0.0131274543150115,0,0
"851","Naropa University",18600,3,0.0736420505015179,0,0
"852","National American University-Colorado Springs",37800,3,0.0674922252767579,0,0
"853","National American University-Rapid City",37800,3,0.109804407951497,0,0
"854","National American University-Tulsa",37800,3,0.0957568532668248,0,0
"855","National Louis University",43700,3,0.159058518324114,0,1
"856","National University",54800,3,0.132429527475288,0,1
"857","National University College-Ponce",16700,3,0.0695409069245832,0,0
"858","National University College-Rio Grande",16700,3,0.0711423418529645,0,0
"859","National University of Health Sciences",45400,3,0.0200802147464442,0,1
"860","Nazarene Bible College",34500,3,0.111069845218113,0,0
"861","Nazareth College",43900,3,-0.000290057688981838,0,1
"862","Nebraska Christian College",23800,3,0.00628035821638029,0,0
"863","Nebraska Methodist College of Nursing & Allied Health",43900,3,0.090296033548282,0,1
"864","Nebraska Wesleyan University",45500,3,0.0179443964725704,0,1
"865","Neumann University",41600,3,0.093607941194308,0,1
"866","Neumont University",27500,3,-0.0222286287500684,0,0
"867","New England College",35600,3,0.0496533595051221,0,0
"868","New England College of Optometry",88500,3,0.144018929910975,0,1
"869","New England School of Communications",27200,3,0.13164717579198,0,0
"870","New Hope Christian College-Eugene",23200,3,0.0626412565513188,0,0
"871","New Hope Christian College-Honolulu",23200,3,0.121619492948164,0,0
"872","New Jersey City University",41900,3,0.0139514868340956,0,1
"873","New Jersey Institute of Technology",65300,3,-0.0125751184700085,0,1
"874","New Mexico Highlands University",35100,3,-0.0626116317821157,0,0
"875","New Mexico Institute of Mining and Technology",52800,3,-0.0416197918058717,0,1
"876","New Mexico State University-Main Campus",33800,3,0.223628388832547,0,0
"877","New York Institute of Technology",49400,3,-0.109823474225622,0,1
"878","New York University",58800,3,0.0504431864164815,0,1
"879","Newberry College",33300,3,0.0161005370028195,0,0
"880","Newbury College",38300,3,0.0592559174013605,0,0
"881","Newman University",41900,3,0.0366288287441102,0,1
"882","Niagara University",44000,3,0.0301364697760434,0,1
"883","Nicholls State University",35000,3,0.0844796625900382,0,0
"884","Nichols College",47100,3,0.0392401192396772,0,1
"885","Norfolk State University",34400,3,0.0227075918661634,0,0
"886","North Carolina A & T State University",33600,3,-0.0223589933173948,0,0
"887","North Carolina Central University",31600,3,0.0136802469360005,0,0
"888","North Carolina State University at Raleigh",47500,3,0.0724758060346396,0,1
"889","North Carolina Wesleyan College",35900,3,-0.116302292328951,0,0
"890","North Central College",45700,3,0.0713404042961422,0,1
"891","North Central University",29600,3,-0.0245606062013032,0,0
"892","North Dakota State University-Main Campus",46300,3,0.087265536609519,0,1
"893","North Greenville University",31200,3,-0.052167128830351,0,0
"894","North Park University",41400,3,0.0779496258926505,0,1
"895","Northeastern Illinois University",36000,3,0.134858878589398,0,0
"896","Northeastern State University",35000,3,-0.034674920328111,0,0
"897","Northeastern University",60100,3,-0.0573133369939076,0,1
"898","Northern Arizona University",38800,3,-0.0224872141425399,0,0
"899","Northern Illinois University",43900,3,0.032247042581962,0,1
"900","Northern Kentucky University",36100,3,0.0637478337282553,0,0
"901","Northern Michigan University",34800,3,-0.0276333913813099,0,0
"902","Northern State University",33200,3,-0.0560896870479974,0,0
"903","Northland College",31900,3,0.0029434573057552,0,0
"904","Northpoint Bible College",25000,3,0.0294033548148817,0,0
"905","Northwest Christian University",38500,3,0.067529529593025,0,0
"906","Northwest Missouri State University",38900,3,-0.0719797275738387,0,0
"907","Northwest Nazarene University",36500,3,0.017503159178604,0,0
"908","Northwest University",40200,3,0.0432952221860827,0,0
"909","Northwestern College",36200,3,0.0368777639567202,0,0
"910","Northwestern Health Sciences University",42500,3,0.0513854138322699,0,1
"911","Northwestern Oklahoma State University",36100,3,-0.0583359005431308,0,0
"912","Northwestern State University of Louisiana",35000,3,-0.0100062776603542,0,0
"913","Northwestern University",64100,3,0.00437154351590281,0,1
"914","Northwood University-Florida",44600,3,0.19855403082426,0,1
"915","Northwood University-Michigan",44600,3,0.137111821803467,0,1
"916","Northwood University-Texas",44600,3,0.159975168303475,0,1
"917","Norwich University",45300,3,-0.0389622679916264,0,1
"918","Notre Dame College",39200,3,-0.203536647363187,0,0
"919","Notre Dame de Namur University",51300,3,0.0593509953917843,0,1
"920","Notre Dame of Maryland University",48800,3,0.111820276627072,0,1
"921","Nova Southeastern University",46500,3,0.271719698634998,0,1
"922","Nyack College",38100,3,0.0321941000656695,0,0
"923","Oak Hills Christian College",25500,3,0.0315392277022614,0,0
"924","Oakland City University",33700,3,-0.0326243417414362,0,0
"925","Oakland University",42600,3,0.0876729018619448,0,1
"926","Oakwood University",33700,3,0.0525511537738567,0,0
"927","Oberlin College",38400,3,-0.0929877560204322,0,0
"928","Occidental College",50100,3,0.0575443403451678,0,1
"929","Oglethorpe University",43900,3,-0.0144421071452347,0,1
"930","Ohio Christian University",32800,3,0.0219980998757509,0,0
"931","Ohio Dominican University",39500,3,0.02594769707941,0,0
"932","Ohio Northern University",54300,3,-0.0392186363805016,0,1
"933","Ohio State University-Main Campus",42600,3,-0.0296198314992971,0,1
"934","Ohio University-Main Campus",39500,3,-0.0149051550323047,0,0
"935","Ohio Valley University",34000,3,0.0139688905395357,0,0
"936","Ohio Wesleyan University",41000,3,-0.0252631386046901,0,1
"937","Oklahoma Baptist University",35300,3,-0.0409823783974621,0,0
"938","Oklahoma Christian University",35600,3,0.032997764059399,0,0
"939","Oklahoma City University",39400,3,0.10938405788381,0,0
"940","Oklahoma Panhandle State University",34400,3,0.0179104590637243,0,0
"941","Oklahoma State University-Main Campus",43400,3,-0.0906938443788922,0,1
"942","Oklahoma Wesleyan University",44000,3,-0.144047250333924,0,1
"943","Old Dominion University",43300,3,0.0423349315318756,0,1
"944","Olivet College",34100,3,-0.00951318381245214,0,0
"945","Olivet Nazarene University",37700,3,0.0170112873612825,0,0
"946","Oral Roberts University",34900,3,0.0112054568714597,0,0
"947","Oregon Health & Science University",74100,3,0.0766386482396816,0,1
"948","Oregon Institute of Technology",50100,3,-0.0780584549260016,0,1
"949","Oregon State University",46400,3,-0.00151818243010848,0,1
"950","Oregon State University-Cascades Campus",46400,3,-0.0787640446373569,0,1
"951","Otis College of Art and Design",42000,3,0.0799774537470602,0,1
"952","Ottawa University-Jeffersonville",40700,3,0.0956300260576078,0,0
"953","Ottawa University-Kansas City",40700,3,0.0989174211409958,0,0
"954","Ottawa University-Milwaukee",40700,3,0.0945915016038266,0,0
"955","Ottawa University-Online",40700,3,0.0841621795077412,0,0
"956","Ottawa University-Ottawa",40700,3,0.0841621795077412,0,0
"957","Ottawa University-Phoenix",40700,3,0.0747771873025791,0,0
"958","Otterbein University",41200,3,-0.0638193748013634,0,1
"959","Ouachita Baptist University",37500,3,-0.0150409088632592,0,0
"960","Our Lady of Holy Cross College",39100,3,0.054353603817226,0,0
"961","Our Lady of the Lake University",39200,3,0.117138613754137,0,0
"962","Ozark Christian College",28200,3,0.056546029948756,0,0
"963","Pace University-New York",58400,3,0.0225689439105701,0,1
"964","Pacific Lutheran University",45900,3,0.0648226386079033,0,1
"965","Pacific Northwest College of Art",22600,3,0.0279216220384759,0,0
"966","Pacific Oaks College",39700,3,0.198952132261732,0,0
"967","Pacific Union College",48600,3,0.115163151703269,0,1
"968","Pacific University",42300,3,0.0823436655696998,0,1
"969","Paier College of Art Inc",24600,3,-0.0131616445745677,0,0
"970","Paine College",25900,3,0.12990391388631,0,0
"971","Palm Beach Atlantic University",38100,3,0.0617049680572831,0,0
"972","Palmer College of Chiropractic-Davenport",39700,3,0.10352637404574,0,0
"973","Park University",43900,3,0.209244780237253,0,1
"974","Parker University",42100,3,0.0728310940000403,0,1
"975","Paul Quinn College",29500,3,-0.050097382512024,0,0
"976","Paul Smiths College of Arts and Science",32200,3,0.00649329648187024,0,0
"977","Peirce College",44700,3,0.118522444415756,0,1
"978","Pennsylvania Academy of the Fine Arts",20900,3,-0.0381782366952447,0,0
"979","Pennsylvania College of Art and Design",27300,3,-0.109207026545722,0,0
"980","Pennsylvania State University-Main Campus",47500,3,0.0172031130193391,0,1
"981","Pennsylvania State University-Penn State Abington",47500,3,0.27716788446432,0,1
"982","Pennsylvania State University-Penn State Harrisburg",47500,3,0.172128424607425,0,1
"983","Pepperdine University",61400,3,0.0193712416012314,0,1
"984","Peru State College",35800,3,-0.0379916547044825,0,0
"985","Pfeiffer University",37500,3,0.0941253315532564,0,0
"986","Philadelphia University",48700,3,0.0848061468489522,0,1
"987","Philander Smith College",26200,3,-0.0862801217181061,0,0
"988","Piedmont College",38800,3,0.164663148021248,0,0
"989","Piedmont International University",30700,3,-0.0409802380644237,0,0
"990","Pine Manor College",34700,3,0.0443631954655578,0,0
"991","Pittsburg State University",38200,3,0.000380267711101267,0,0
"992","Pitzer College",45300,3,0.0150678590518377,0,1
"993","Platt College-Aurora",32600,3,0.11891364747655,0,0
"994","Plymouth State University",37700,3,0.00666581696267821,0,0
"995","Point Loma Nazarene University",50300,3,0.106758974094543,0,1
"996","Point Park University",37900,3,0.0970239642096373,0,0
"997","Point University",28800,3,-0.0280705342038775,0,0
"998","Polytechnic Institute of New York University",73500,3,0.0376258994649686,0,1
"999","Polytechnic University of Puerto Rico-Miami",25400,3,0.0272923487913237,0,0
"1000","Polytechnic University of Puerto Rico-Orlando",25400,3,0.0284569767403084,0,0
"1001","Pomona College",52600,3,0.0357321278017833,0,1
"1002","Pontifical Catholic University of Puerto Rico-Ponce",18600,3,0.109397697469239,0,0
"1003","Portland State University",42800,3,-0.0425945942649516,0,1
"1004","Post University",36600,3,0.041599898912289,0,0
"1005","Prairie View A & M University",33600,3,0.0785178704784282,0,0
"1006","Pratt Institute-Main",38200,3,-0.0144916868010321,0,0
"1007","Presbyterian College",41300,3,0.096520995565064,0,1
"1008","Prescott College",35200,3,0.0094752596887146,0,0
"1009","Presentation College",37100,3,-0.0386448494334663,0,0
"1010","Princeton University",75100,3,0.0816683246024643,0,1
"1011","Providence College",59600,3,-0.0236178058650812,0,1
"1012","Purdue University-Calumet Campus",38100,3,0.0619862576741598,0,0
"1013","Purdue University-Main Campus",52600,3,-0.0378909030031336,0,1
"1014","Purdue University-North Central Campus",35200,3,0.00413842544559447,0,0
"1015","Queens University of Charlotte",38600,3,0.134642127865703,0,0
"1016","Quincy University",38500,3,-0.00476540598383554,0,0
"1017","Quinnipiac University",56400,3,-0.0327461537832614,0,1
"1018","Radford University",42100,3,-0.0180980167434836,0,1
"1019","Ramapo College of New Jersey",48700,3,0.0158001987587723,0,1
"1020","Randolph-Macon College",45700,3,0.0406986266704523,0,1
"1021","Randolph College",38700,3,0.0911838387397163,0,0
"1022","Reed College",36200,3,0.0952876922406176,0,0
"1023","Regent University",41300,3,0.0634848492270564,0,1
"1024","Regis College",43300,3,0.0854895751740966,0,1
"1025","Regis University",53100,3,0.140025209608767,0,1
"1026","Reinhardt University",35400,3,-0.00215518036936876,0,0
"1027","Remington College of Nursing Orlando",28900,3,0.222879689695188,0,0
"1028","Rensselaer Polytechnic Institute",81700,3,-0.0465180430580949,0,1
"1029","Research College of Nursing",54900,3,-0.0660372321732556,0,1
"1030","Rhode Island College",39600,3,0.013073363897918,0,0
"1031","Rhode Island School of Design",47300,3,0.00849207018046829,0,1
"1032","Rhodes College",50300,3,0.041534376755212,0,1
"1033","Rice University",59900,3,0.036517689871076,0,1
"1034","Rider University",48100,3,0.0618556981072785,0,1
"1035","Ringling College of Art and Design",32800,3,0.0201419355895523,0,0
"1036","Ripon College",42800,3,-0.0326434488121309,0,1
"1037","Rivier University",42800,3,-0.10652196710308,0,1
"1038","Roanoke College",42500,3,0.00448266120827672,0,1
"1039","Robert Morris University",44900,3,0.0081227004012749,0,1
"1040","Robert Morris University Illinois",33200,3,0.0431896949746153,0,0
"1041","Roberts Wesleyan College",41900,3,-0.0104244907446976,0,1
"1042","Rochester College",34500,3,0.0437621667070963,0,0
"1043","Rochester Institute of Technology",56900,3,0.0197775159071263,0,1
"1044","Rockford University",39100,3,0.035100131545833,0,0
"1045","Rockhurst University",47600,3,0.0729496150205262,0,1
"1046","Rocky Mountain College",38200,3,0.00478445670099144,0,0
"1047","Rocky Mountain College of Art and Design",28100,3,0.100797966090471,0,0
"1048","Roger Williams University",47200,3,0.0109424642103116,0,1
"1049","Rogers State University",32600,3,0.042128484355623,0,0
"1050","Rollins College",42200,3,0.0744137667589511,0,1
"1051","Roosevelt University",44600,3,0.145227728087016,0,1
"1052","Rosalind Franklin University of Medicine and Science",166200,3,0.0494845678075905,0,1
"1053","Rose-Hulman Institute of Technology",78900,3,0.0478464867187886,0,1
"1054","Rosemont College",45800,3,-0.0593413058458773,0,1
"1055","Rowan University",48800,3,-0.0519244203765825,0,1
"1056","Rush University",74300,3,0.144955808980449,0,1
"1057","Rust College",22900,3,0.0192574480908829,0,0
"1058","Rutgers University-Camden",54800,3,-0.00614175215125923,0,1
"1059","Rutgers University-New Brunswick",54800,3,-0.0228966417725525,0,1
"1060","Rutgers University-Newark",54800,3,-0.0486648987708911,0,1
"1061","Sacred Heart University",54100,3,0.0368931809545598,0,1
"1062","Saginaw Valley State University",37800,3,-0.00456653704487619,0,0
"1063","Saint Ambrose University",44800,3,0.0592711913695266,0,1
"1064","Saint Anselm College",55300,3,-0.0239340325992691,0,1
"1065","Saint Anthony College of Nursing",54900,3,-0.0297089741450745,0,1
"1066","Saint Augustine's University",28200,3,0.076604282585803,0,0
"1067","Saint Cloud State University",40800,3,-0.00343755562757414,0,0
"1068","Saint Edward's University",44700,3,0.0494187207526193,0,1
"1069","Saint Francis Medical Center College of Nursing",52900,3,0.0422928454963235,0,1
"1070","Saint Francis University",46900,3,0.041468434579368,0,1
"1071","Saint Gregory's University",38200,3,0.0891059242531383,0,0
"1072","Saint John Fisher College",44800,3,-0.0440214421689739,0,1
"1073","Saint Johns University",55900,3,-0.0132702212301672,0,1
"1074","Saint Joseph's College-New York",51800,3,0.0889872697982411,0,1
"1075","Saint Joseph's College of Maine",37900,3,0.077065963038138,0,0
"1076","Saint Joseph's University",58500,3,0.0277585429004107,0,1
"1077","Saint Josephs College",39800,3,-0.0179929287672072,0,0
"1078","Saint Leo University",42600,3,0.0696569099155093,0,1
"1079","Saint Louis Christian College",29700,3,0.0476614200903431,0,0
"1080","Saint Louis University",55200,3,0.0697843580907841,0,1
"1081","Saint Luke's College of Health Sciences",60400,3,-0.0201301076058275,0,1
"1082","Saint Martin's University",47400,3,0.00611225229116252,0,1
"1083","Saint Mary's College",45600,3,-0.0507278765082509,0,1
"1084","Saint Mary's College of California",59000,3,-0.0546235076729369,0,1
"1085","Saint Mary's University of Minnesota",41600,3,0.0337113325369822,0,1
"1086","Saint Mary-of-the-Woods College",30200,3,-0.00875022017543803,0,0
"1087","Saint Michael's College",46300,3,-0.104679001882332,0,1
"1088","Saint Norbert College",45300,3,-0.0584054354714418,0,1
"1089","Saint Peter's University",44500,3,-0.113683598597261,0,1
"1090","Saint Vincent College",44200,3,0.09263403447077,0,1
"1091","Saint Xavier University",45300,3,-0.0629694057760097,0,1
"1092","Salem College",33200,3,0.0549200374730867,0,0
"1093","Salem International University",29700,3,0.0309804712582166,0,0
"1094","Salem State University",40400,3,0.0211897819603427,0,0
"1095","Salisbury University",47300,3,0.050538301159048,0,1
"1096","Salve Regina University",48300,3,0.00836033171310143,0,1
"1097","Sam Houston State University",41400,3,0.0253053250831278,0,1
"1098","Samford University",45800,3,0.0711733481204061,0,1
"1099","Samuel Merritt University",111500,3,0.158294181300191,0,1
"1100","San Diego Christian College",34400,3,0.0697814434576379,0,0
"1101","San Diego State University",48700,3,0.0124017966204395,0,1
"1102","San Diego State University-Imperial Valley Campus",48700,3,0.0370138923913444,0,1
"1103","San Francisco Art Institute",24600,3,0.134840406126105,0,0
"1104","San Francisco State University",46900,3,0.0863017625838402,0,1
"1105","San Jose State University",54600,3,0.0744303920782131,0,1
"1106","Sanford College of Nursing",52300,3,0.180001768616171,0,1
"1107","Santa Clara University",67700,3,0.0773930140305462,0,1
"1108","Santa Fe University of Art and Design",36200,3,0.0694950987558269,0,0
"1109","Sarah Lawrence College",39700,3,0.0771676220556369,0,0
"1110","Savannah College of Art and Design",35400,3,-0.0156338137812949,0,0
"1111","Savannah State University",30800,3,0.0935523555016779,0,0
"1112","School of the Art Institute of Chicago",31700,3,0.094906699279481,0,0
"1113","School of the Museum of Fine Arts-Boston",31600,3,0.0388577734240981,0,0
"1114","School of Visual Arts",40100,3,0.0146208636882716,0,0
"1115","Schreiner University",36700,3,0.0722321246764287,0,0
"1116","Scripps College",47200,3,0.0941083725933063,0,1
"1117","Seattle Pacific University",43900,3,0.0497747608531528,0,1
"1118","Seattle University",55200,3,0.0615981273877553,0,1
"1119","Sentara College of Health Sciences",45800,3,-0.0348755441946569,0,1
"1120","Seton Hall University",53300,3,-0.101506486620136,0,1
"1121","Seton Hill University",35600,3,0.0432566547857323,0,0
"1122","Sewanee-The University of the South",38200,3,0.00160844876245559,0,0
"1123","Shaw University",27400,3,-0.0212654334764359,0,0
"1124","Shawnee State University",32200,3,0.0661021782204293,0,0
"1125","Shenandoah University",40600,3,0.0720726174002099,0,0
"1126","Shepherd University",38500,3,-0.0281572747059166,0,0
"1127","Shippensburg University of Pennsylvania",45200,3,0.0599659339468465,0,1
"1128","Shorter University",43000,3,0.0264253454306508,0,1
"1129","Siena College",55100,3,-0.0675679092622292,0,1
"1130","Siena Heights University",38100,3,0.0704125900710928,0,0
"1131","Sierra Nevada College",42500,3,0.0278923760178418,0,1
"1132","Silver Lake College of the Holy Family",38100,3,0.0161943839222632,0,0
"1133","Simmons College",51400,3,-0.0652849764045034,0,1
"1134","Simpson College",45800,3,-0.0881201012625279,0,1
"1135","Simpson University",33700,3,-0.0401944322433904,0,0
"1136","Skidmore College",43100,3,-0.0204245712404402,0,1
"1137","Slippery Rock University of Pennsylvania",39000,3,-0.0416713023473983,0,0
"1138","Smith College",42700,3,0.00570193490613216,0,1
"1139","Sojourner-Douglass College",34100,3,0.208517954821409,0,0
"1140","Sonoma State University",45600,3,0.120146995512903,0,1
"1141","South Baylo University",21600,3,0.0867486876107651,0,0
"1142","South Carolina State University",30400,3,-0.012419002885069,0,0
"1143","South College",22400,3,0.0594448573685177,0,0
"1144","South Dakota School of Mines and Technology",52300,3,0.0568101923080197,0,1
"1145","South Dakota State University",40600,3,0.00576857781832575,0,0
"1146","South University-Columbia",29800,3,0.10253955644191,0,0
"1147","South University-Novi",29800,3,0.120843624088976,0,0
"1148","South University-Tampa",29800,3,0.112363837632062,0,0
"1149","South University-West Palm Beach",29800,3,0.0996972442107326,0,0
"1150","South Universityâ??Richmond",29800,3,0.112005256617234,0,0
"1151","South Universityâ??Virginia Beach",29800,3,0.160817055657783,0,0
"1152","Southeast Missouri State University",36000,3,-0.00953489801912159,0,0
"1153","Southeastern Bible College",28800,3,0.104756629215869,0,0
"1154","Southeastern Louisiana University",35400,3,0.0303079640846664,0,0
"1155","Southeastern Oklahoma State University",34300,3,0.0592030756717875,0,0
"1156","Southeastern University",32600,3,0.166823018170449,0,0
"1157","Southern Adventist University",38500,3,0.0436357126703645,0,0
"1158","Southern Arkansas University Main Campus",35900,3,-0.108500702919902,0,0
"1159","Southern Connecticut State University",41700,3,0.102817382345925,0,1
"1160","Southern Illinois University-Carbondale",41500,3,0.0696499172030412,0,1
"1161","Southern Illinois University-Edwardsville",39800,3,-0.00586049084039278,0,0
"1162","Southern Methodist University",52200,3,0.0709249672837632,0,1
"1163","Southern Nazarene University",45800,3,0.00275109719530564,0,1
"1164","Southern New Hampshire University",41800,3,-0.0121726099426683,0,1
"1165","Southern Oregon University",37300,3,-0.0032306953650736,0,0
"1166","Southern Polytechnic State University",52400,3,0.324442576276219,0,1
"1167","Southern University and A & M College",31600,3,-0.00313915393587358,0,0
"1168","Southern University at New Orleans",29000,3,0.0935557782271843,0,0
"1169","Southern Utah University",37200,3,-0.0923975490412819,0,0
"1170","Southern Vermont College",34800,3,0.0573436650255389,0,0
"1171","Southern Virginia University",28800,3,0.0108257848850136,0,0
"1172","Southern Wesleyan University",41300,3,0.0264583846919306,0,1
"1173","Southwest Baptist University",32800,3,0.0501893119597738,0,0
"1174","Southwest Minnesota State University",35600,3,-0.0481211494018676,0,0
"1175","Southwestern Adventist University",37900,3,-0.0168504701058003,0,0
"1176","Southwestern Assemblies of God University",31600,3,0.00339461582230529,0,0
